ticker,date,hold_days,hybrid_signal,confidence,price_change_pct,correct
TSLA,2025-04-07,5,BUY,55,8.17,True
TSLA,2025-04-07,10,BUY,55,2.01,True
TSLA,2025-04-07,20,BUY,55,18.03,True
TSLA,2025-04-08,5,BUY,55,14.54,True
TSLA,2025-04-08,10,BUY,55,13.02,True
TSLA,2025-04-08,20,BUY,55,24.5,True
TSLA,2025-04-09,5,BUY,55,-11.26,False
TSLA,2025-04-09,10,BUY,55,-4.66,False
TSLA,2025-04-09,20,BUY,55,4.64,True
TSLA,2025-04-10,5,BUY,55,-4.37,False
TSLA,2025-04-10,10,BUY,55,12.9,True
TSLA,2025-04-10,20,BUY,55,18.17,True
TSLA,2025-04-11,5,BUY,55,-9.83,False
TSLA,2025-04-11,10,BUY,55,13.31,True
TSLA,2025-04-11,20,BUY,55,26.19,True
TSLA,2025-04-14,5,BUY,55,-5.7,False
TSLA,2025-04-14,10,BUY,55,15.72,True
TSLA,2025-04-14,20,BUY,55,32.38,True
TSLA,2025-04-15,5,BUY,55,-1.33,False
TSLA,2025-04-15,10,BUY,55,11.04,True
TSLA,2025-04-15,20,BUY,55,36.82,True
TSLA,2025-04-16,5,BUY,55,7.44,True
TSLA,2025-04-16,10,BUY,55,16.13,True
